account_number,owner_id,bank_name,account_type,open_date,balance_inr
1001001051,PER00033,HDFC Bank,Savings,2016-08-11,294473
1001001052,PER00034,Kotak Mahindra Bank,Savings,2012-12-11,129506
1001001053,PER00034,HDFC Bank,Savings,2023-01-29,597898
1001001054,PER00035,ICICI Bank,Savings,2011-04-30,161572
1001001055,PER00035,Axis Bank,Savings,2020-09-29,177184
1001001056,PER00036,HDFC Bank,Savings,2015-09-21,163146
1001001057,PER00037,Axis Bank,Savings,2017-01-28,0
1001001058,PER00037,ICICI Bank,Savings,2022-02-06,0
1001001059,PER00038,HDFC Bank,Savings,2023-06-20,262886
1001001060,PER00039,HDFC Bank,Savings,2015-01-05,159662
1001001061,PER00040,Axis Bank,Savings,2015-06-18,53680
1001001062,PER00041,SBI,Savings,2019-10-27,162885
1001001063,PER00042,ICICI Bank,Savings,2024-08-01,127607
1001001064,PER00043,Kotak Mahindra Bank,Savings,2024-10-14,29784
1001001065,PER00044,SBI,Savings,2015-09-09,183902
1001001066,PER00045,Axis Bank,Savings,2017-06-07,47851
1001001067,PER00045,Axis Bank,Savings,2011-02-19,43953
1001001068,PER00046,SBI,Savings,2024-05-25,234803
1001001069,PER00046,HDFC Bank,Savings,2020-03-03,191917
1001001070,PER00047,Axis Bank,Savings,2016-01-05,244894
1001001071,PER00047,SBI,Savings,2011-08-30,49047
1001001072,PER00048,HDFC Bank,Savings,2023-03-11,22312
1001001073,PER00048,Kotak Mahindra Bank,Savings,2019-02-09,39543
1001001074,PER00049,Axis Bank,Savings,2019-11-12,48907
1001001075,PER00050,SBI,Savings,2021-01-11,185470
1001001076,PER00051,Axis Bank,Savings,2013-11-08,193837
1001001077,PER00052,Axis Bank,Savings,2014-02-21,234822
1001001078,PER00052,Axis Bank,Savings,2020-08-16,193046
1001001079,PER00053,SBI,Savings,2023-11-24,79716
1001001080,PER00053,Axis Bank,Savings,2016-11-03,172706
1001001081,PER00054,Axis Bank,Savings,2012-04-15,753150
1001001082,PER00055,ICICI Bank,Savings,2011-02-27,49285
1001001083,PER00056,HDFC Bank,Savings,2025-08-25,308027
1001001084,PER00057,Axis Bank,Savings,2013-12-27,22852
1001001085,PER00058,SBI,Savings,2011-12-31,80581
1001001086,PER00059,Kotak Mahindra Bank,Savings,2020-04-22,86072
1001001087,PER00059,ICICI Bank,Savings,2018-10-21,43452
1001001088,PER00060,ICICI Bank,Savings,2016-12-08,418137
1001001089,PER00060,Axis Bank,Savings,2024-03-20,109486
1001001090,PER00061,SBI,Savings,2022-07-14,21883
1001001091,PER00062,ICICI Bank,Savings,2025-10-15,189584
1001001092,PER00063,HDFC Bank,Savings,2013-02-20,148662
1001001093,PER00064,Kotak Mahindra Bank,Savings,2012-10-21,118883
1001001094,PER00064,Axis Bank,Savings,2014-05-22,61508
1001001095,PER00065,Kotak Mahindra Bank,Savings,2017-05-10,71106
1001001096,PER00066,HDFC Bank,Savings,2012-02-17,239746
1001001097,PER00067,Kotak Mahindra Bank,Savings,2018-11-07,381440
1001001098,PER00068,Kotak Mahindra Bank,Savings,2016-08-28,187569
1001001099,PER00069,ICICI Bank,Savings,2025-04-05,76645
1001001100,PER00069,Kotak Mahindra Bank,Savings,2022-04-13,240018
1001001101,PER00070,Axis Bank,Savings,2018-04-29,62911
1001001102,PER00070,SBI,Savings,2024-10-11,89049
1001001103,PER00071,ICICI Bank,Savings,2024-05-10,260974
1001001104,PER00072,ICICI Bank,Savings,2023-04-25,126922
1001001105,PER00073,SBI,Savings,2020-06-25,23136
1001001106,PER00074,Axis Bank,Savings,2011-02-13,58699
1001001107,PER00075,Axis Bank,Savings,2023-07-05,52511
1001001108,PER00075,SBI,Savings,2017-03-07,108761
1001001109,PER00076,ICICI Bank,Savings,2011-04-20,229981
1001001110,PER00077,ICICI Bank,Savings,2014-08-16,168512
1001001111,PER00078,SBI,Savings,2014-11-13,190118
1001001112,PER00078,HDFC Bank,Savings,2018-01-29,53394
1001001113,PER00079,HDFC Bank,Savings,2015-10-29,148418
1001001114,PER00079,Axis Bank,Savings,2024-01-12,163281
1001001115,PER00080,Axis Bank,Savings,2025-07-21,113260
1001001116,PER00081,SBI,Savings,2017-07-03,126831
1001001117,PER00082,SBI,Savings,2016-03-18,128512
1001001118,PER00082,Axis Bank,Savings,2013-03-25,145074
1001001119,PER00083,Axis Bank,Savings,2023-02-04,0
1001001120,PER00083,HDFC Bank,Savings,2019-09-05,0
1001001121,PER00084,SBI,Savings,2022-06-18,152761
1001001122,PER00084,SBI,Savings,2011-10-29,173663
1001001123,PER00085,Axis Bank,Savings,2024-07-24,197967
1001001124,PER00085,HDFC Bank,Savings,2018-06-19,203096
1001001125,PER00086,SBI,Savings,2019-07-28,287679
1001001126,PER00087,Kotak Mahindra Bank,Savings,2023-11-30,328910
1001001127,PER00087,SBI,Savings,2012-05-05,557608
1001001128,PER00088,HDFC Bank,Savings,2023-02-28,198102
1001001129,PER00088,Kotak Mahindra Bank,Savings,2014-07-27,161892
1001001130,PER00089,SBI,Savings,2013-05-03,173287
1001001131,PER00090,SBI,Savings,2018-04-11,47844
1001001132,PER00091,Axis Bank,Savings,2020-10-04,84586
1001001133,PER00091,Axis Bank,Savings,2013-06-11,332306
1001001134,PER00092,Kotak Mahindra Bank,Savings,2022-12-07,343869
1001001135,PER00093,SBI,Savings,2020-04-23,223997
1001001136,PER00094,SBI,Savings,2013-11-20,88629
1001001137,PER00094,Kotak Mahindra Bank,Savings,2014-10-28,137541
1001001138,PER00095,SBI,Savings,2022-06-29,153776
1001001139,PER00096,SBI,Savings,2012-01-03,0
1001001140,PER00096,Kotak Mahindra Bank,Savings,2019-12-20,0
1001001141,PER00097,Kotak Mahindra Bank,Savings,2014-05-14,116452
1001001142,PER00097,Axis Bank,Savings,2020-06-28,458338
1001001143,PER00098,HDFC Bank,Savings,2021-02-12,188451
1001001144,PER00098,ICICI Bank,Savings,2018-11-25,52210
1001001145,PER00099,ICICI Bank,Savings,2012-09-10,151752
1001001146,PER00100,ICICI Bank,Savings,2017-09-20,651211
1001001147,PER00101,Kotak Mahindra Bank,Savings,2021-08-28,208144
1001001148,PER00101,SBI,Savings,2025-11-29,148120
1001001149,PER00102,SBI,Savings,2017-01-02,66018
1001001150,PER00102,Axis Bank,Savings,2011-07-16,63850
1001001151,PER00103,Kotak Mahindra Bank,Savings,2016-05-01,31902
1001001152,PER00103,HDFC Bank,Savings,2017-02-26,55245
1001001153,PER00104,SBI,Savings,2013-07-29,555764
1001001154,PER00104,Axis Bank,Savings,2023-08-02,510775
1001001155,PER00105,SBI,Savings,2019-07-19,554343
1001001156,PER00106,SBI,Savings,2014-03-01,210086
1001001157,PER00107,SBI,Savings,2021-10-14,123236
1001001158,PER00108,Axis Bank,Savings,2022-12-23,877504
1001001159,PER00109,Kotak Mahindra Bank,Savings,2021-02-11,171576
1001001160,PER00109,Kotak Mahindra Bank,Savings,2011-12-23,216571
1001001161,PER00110,Axis Bank,Savings,2020-12-24,297262
1001001162,PER00111,Kotak Mahindra Bank,Savings,2020-02-17,266266
1001001163,PER00111,HDFC Bank,Savings,2016-07-03,170999
1001001164,PER00112,HDFC Bank,Savings,2018-08-22,29464
1001001165,PER00112,Kotak Mahindra Bank,Savings,2018-02-21,244246
1001001166,PER00113,ICICI Bank,Savings,2022-10-06,197440
1001001167,PER00113,Axis Bank,Savings,2020-12-31,114235
1001001168,PER00114,Axis Bank,Savings,2017-08-10,29492
1001001169,PER00115,ICICI Bank,Savings,2019-11-15,277924
1001001170,PER00116,HDFC Bank,Savings,2017-01-22,126411
1001001171,PER00117,SBI,Savings,2016-11-25,198698
1001001172,PER00117,SBI,Savings,2011-05-28,47032
1001001173,PER00118,HDFC Bank,Savings,2016-06-23,56161
1001001174,PER00118,SBI,Savings,2011-08-18,229587
1001001175,PER00119,Kotak Mahindra Bank,Savings,2014-08-23,239465
1001001176,PER00120,Axis Bank,Savings,2015-02-17,42402
1001001177,PER00120,Axis Bank,Savings,2019-01-13,123291
1001001178,PER00121,HDFC Bank,Savings,2016-04-07,100473
1001001179,PER00121,SBI,Savings,2020-11-12,59166
1001001180,PER00122,Kotak Mahindra Bank,Savings,2013-10-10,148591
1001001181,PER00123,Kotak Mahindra Bank,Savings,2017-02-15,569362
1001001182,PER00124,SBI,Savings,2016-04-26,290838
1001001183,PER00124,SBI,Savings,2026-01-18,88282
1001001184,PER00125,ICICI Bank,Savings,2013-07-07,735631
1001001185,PER00125,ICICI Bank,Savings,2020-07-28,245907
1001001186,PER00126,HDFC Bank,Savings,2013-06-29,383330
1001001187,PER00127,Axis Bank,Savings,2022-04-22,187237
1001001188,PER00127,Kotak Mahindra Bank,Savings,2015-05-26,146698
1001001189,PER00128,Axis Bank,Savings,2024-08-04,128332
1001001190,PER00128,SBI,Savings,2019-12-11,268761
1001001191,PER00129,Axis Bank,Savings,2017-09-11,66060
1001001192,PER00130,Axis Bank,Savings,2019-11-30,0
1001001193,PER00131,Kotak Mahindra Bank,Savings,2019-01-30,204129
1001001194,PER00132,Kotak Mahindra Bank,Savings,2017-08-29,144566
1001001195,PER00132,Kotak Mahindra Bank,Savings,2025-09-11,60102
1001001196,PER00133,SBI,Savings,2019-03-29,19374
1001001197,PER00133,ICICI Bank,Savings,2016-11-26,157956
1001001198,PER00134,SBI,Savings,2024-06-21,128484
1001001199,PER00135,Kotak Mahindra Bank,Savings,2014-04-02,334815
1001001200,PER00136,SBI,Savings,2022-12-24,266306
1001001201,PER00136,Axis Bank,Savings,2017-05-02,262838
1001001202,PER00137,HDFC Bank,Savings,2022-11-07,0
1001001203,PER00138,ICICI Bank,Savings,2025-11-01,153066
1001001204,PER00138,SBI,Savings,2014-01-28,134615
1001001205,PER00139,HDFC Bank,Savings,2024-06-09,356370
1001001206,PER00139,Axis Bank,Savings,2014-09-06,327793
1001001207,PER00140,Axis Bank,Savings,2022-08-19,60408
1001001208,PER00140,HDFC Bank,Savings,2018-07-31,134117
1001001209,PER00141,ICICI Bank,Savings,2016-06-14,28445
1001001210,PER00141,Kotak Mahindra Bank,Savings,2022-12-20,103592
1001001211,PER00142,Kotak Mahindra Bank,Savings,2020-11-18,111634
1001001212,PER00143,Kotak Mahindra Bank,Savings,2012-09-06,99500
1001001213,PER00144,Kotak Mahindra Bank,Savings,2022-03-04,64618
1001001214,PER00144,ICICI Bank,Savings,2011-07-25,91922
1001001215,PER00145,Axis Bank,Savings,2015-08-08,0
1001001216,PER00145,SBI,Savings,2011-06-18,0
1001001217,PER00146,HDFC Bank,Savings,2016-12-15,182387
1001001218,PER00146,Axis Bank,Savings,2017-04-14,167177
1001001219,PER00147,Kotak Mahindra Bank,Savings,2019-05-11,0
1001001220,PER00147,SBI,Savings,2019-06-08,0
1001001221,PER00148,ICICI Bank,Savings,2023-11-23,226830
1001001222,PER00148,HDFC Bank,Savings,2020-12-11,96555
1001001223,PER00149,HDFC Bank,Savings,2020-07-09,196542
1001001224,PER00149,Axis Bank,Savings,2019-06-20,146955
1001001225,PER00150,HDFC Bank,Savings,2016-06-02,384982
1001001226,PER00150,Axis Bank,Savings,2023-11-05,680129
1001001227,PER00151,ICICI Bank,Savings,2019-03-12,109967
1001001228,PER00151,HDFC Bank,Savings,2024-04-28,205447
1001001229,PER00152,Axis Bank,Savings,2016-05-03,241351
1001001230,PER00153,Axis Bank,Savings,2024-11-13,143940
1001001231,PER00154,Axis Bank,Savings,2013-06-10,146047
1001001232,PER00154,HDFC Bank,Savings,2020-05-14,106626
1001001233,PER00155,ICICI Bank,Savings,2025-10-03,0
1001001234,PER00156,Axis Bank,Savings,2015-05-06,156208
1001001235,PER00157,Axis Bank,Savings,2012-11-15,89361
1001001236,PER00158,Kotak Mahindra Bank,Savings,2017-11-11,0
1001001237,PER00159,SBI,Savings,2023-05-09,83422
1001001238,PER00159,ICICI Bank,Savings,2017-05-15,45507
1001001239,PER00160,ICICI Bank,Savings,2012-04-14,146259
1001001240,PER00161,Axis Bank,Savings,2022-04-15,78849
1001001241,PER00162,HDFC Bank,Savings,2023-11-17,91260
1001001242,PER00163,SBI,Savings,2020-07-24,163279
1001001243,PER00163,ICICI Bank,Savings,2025-12-10,67842
1001001244,PER00164,ICICI Bank,Savings,2022-02-01,143564
1001001245,PER00164,Kotak Mahindra Bank,Savings,2024-02-06,140310
1001001246,PER00165,HDFC Bank,Savings,2023-04-20,252199
1001001247,PER00166,SBI,Savings,2020-11-26,171716
1001001248,PER00167,ICICI Bank,Savings,2013-07-28,182143
1001001249,PER00168,Kotak Mahindra Bank,Savings,2025-01-06,25144
1001001250,PER00169,ICICI Bank,Savings,2014-11-21,0
1001001251,PER00169,Axis Bank,Savings,2011-07-13,0
1001001252,PER00170,Axis Bank,Savings,2025-01-14,125321
1001001253,PER00170,SBI,Savings,2015-08-30,143963
1001001254,PER00171,SBI,Savings,2013-09-22,142397
1001001255,PER00172,SBI,Savings,2020-01-10,55163
1001001256,PER00172,HDFC Bank,Savings,2013-09-28,180840
1001001257,PER00173,ICICI Bank,Savings,2022-02-20,177246
1001001258,PER00173,HDFC Bank,Savings,2020-10-09,115405
1001001259,PER00174,HDFC Bank,Savings,2020-06-24,103382
1001001260,PER00174,Axis Bank,Savings,2015-02-19,97813
1001001261,PER00175,SBI,Savings,2011-12-18,0
1001001262,PER00175,SBI,Savings,2023-06-28,0
1001001263,PER00176,Kotak Mahindra Bank,Savings,2015-04-08,0
1001001264,PER00176,ICICI Bank,Savings,2023-04-29,0
1001001265,PER00177,Axis Bank,Savings,2015-06-02,103060
1001001266,PER00177,Axis Bank,Savings,2012-08-30,125091
1001001267,PER00178,Kotak Mahindra Bank,Savings,2013-10-08,41434
1001001268,PER00178,Kotak Mahindra Bank,Savings,2013-10-25,107723
1001001269,PER00179,Axis Bank,Savings,2022-05-11,242767
1001001270,PER00179,Kotak Mahindra Bank,Savings,2013-08-16,214022
1001001271,PER00180,SBI,Savings,2025-11-08,141298
1001001272,PER00181,Kotak Mahindra Bank,Savings,2025-02-28,407252
1001001273,PER00182,HDFC Bank,Savings,2016-11-18,75017
1001001274,PER00182,Axis Bank,Savings,2015-03-15,164220
1001001275,PER00183,Axis Bank,Savings,2025-12-07,72595
1001001276,PER00183,ICICI Bank,Savings,2015-12-25,140300
1001001277,PER00184,HDFC Bank,Savings,2025-05-15,125667
1001001278,PER00184,SBI,Savings,2012-07-11,69108
1001001279,PER00185,Axis Bank,Savings,2023-08-09,158593
1001001280,PER00185,Kotak Mahindra Bank,Savings,2021-07-23,136734
1001001281,PER00186,Axis Bank,Savings,2017-10-01,347279
1001001282,PER00186,ICICI Bank,Savings,2019-12-02,277548
1001001283,PER00187,SBI,Savings,2017-11-29,162732
1001001284,PER00187,HDFC Bank,Savings,2019-03-07,70982
1001001285,PER00188,ICICI Bank,Savings,2019-08-28,428848
1001001286,PER00188,ICICI Bank,Savings,2020-12-08,276583
1001001287,PER00189,SBI,Savings,2012-12-18,142639
1001001288,PER00190,Axis Bank,Savings,2012-04-16,527066
1001001289,PER00191,ICICI Bank,Savings,2014-08-29,163515
1001001290,PER00192,HDFC Bank,Savings,2012-07-10,58934
1001001291,PER00192,HDFC Bank,Savings,2013-07-30,111422
1001001292,PER00193,HDFC Bank,Savings,2011-11-17,218063
1001001293,PER00194,Axis Bank,Savings,2017-10-03,0
1001001294,PER00195,SBI,Savings,2011-05-24,79480
1001001295,PER00195,SBI,Savings,2024-11-16,191090
1001001296,PER00196,Axis Bank,Savings,2015-06-30,57848
1001001297,PER00197,Kotak Mahindra Bank,Savings,2020-12-19,230377
1001001298,PER00198,Axis Bank,Savings,2023-07-29,860704
1001001299,PER00199,Axis Bank,Savings,2022-04-16,193653
1001001300,PER00199,SBI,Savings,2022-01-17,260270
1001001301,PER00200,HDFC Bank,Savings,2012-11-19,191521
1001001302,PER00200,Kotak Mahindra Bank,Savings,2017-07-24,178148
1001001303,PER00201,Kotak Mahindra Bank,Savings,2023-07-06,169787
1001001304,PER00201,SBI,Savings,2025-12-10,233404
1001001305,PER00202,Axis Bank,Savings,2022-05-24,241302
1001001306,PER00202,Axis Bank,Savings,2024-02-27,301577
1001001307,PER00203,ICICI Bank,Savings,2024-02-17,159379
1001001308,PER00203,Axis Bank,Savings,2014-08-22,124925
1001001309,PER00204,HDFC Bank,Savings,2021-07-22,68821
1001001310,PER00205,Kotak Mahindra Bank,Savings,2011-04-04,231740
1001001311,PER00205,Axis Bank,Savings,2014-01-13,200330
1001001312,PER00206,Kotak Mahindra Bank,Savings,2011-08-15,22338
1001001313,PER00207,ICICI Bank,Savings,2019-10-14,96865
1001001314,PER00208,Kotak Mahindra Bank,Savings,2025-07-25,64087
1001001315,PER00209,Kotak Mahindra Bank,Savings,2011-12-16,212154
1001001316,PER00209,Axis Bank,Savings,2025-11-26,188871
1001001317,PER00210,SBI,Savings,2021-02-14,50347
1001001318,PER00210,ICICI Bank,Savings,2019-06-04,63028
1001001319,PER00211,ICICI Bank,Savings,2014-05-30,0
1001001320,PER00211,Axis Bank,Savings,2012-05-22,0
1001001321,PER00212,ICICI Bank,Savings,2013-12-01,156088
1001001322,PER00213,Kotak Mahindra Bank,Savings,2019-11-27,181298
1001001323,PER00213,SBI,Savings,2023-06-04,232065
1001001324,PER00214,Axis Bank,Savings,2020-11-13,342291
1001001325,PER00214,ICICI Bank,Savings,2016-02-24,281948
1001001326,PER00215,ICICI Bank,Savings,2023-01-31,146242
1001001327,PER00215,ICICI Bank,Savings,2020-07-11,212720
1001001328,PER00216,ICICI Bank,Savings,2024-07-10,214063
1001001329,PER00217,ICICI Bank,Savings,2016-11-02,19236
1001001330,PER00217,SBI,Savings,2014-07-06,174250
1001001331,PER00218,HDFC Bank,Savings,2021-07-06,59237
1001001332,PER00219,SBI,Savings,2025-03-03,469984
1001001333,PER00219,HDFC Bank,Savings,2018-07-24,541604
1001001334,PER00220,Axis Bank,Savings,2016-01-25,95847
1001001335,PER00221,SBI,Savings,2021-11-24,100646
1001001336,PER00222,SBI,Savings,2018-08-25,107488
1001001337,PER00222,Axis Bank,Savings,2016-11-06,99582
1001001338,PER00223,Kotak Mahindra Bank,Savings,2015-11-12,276458
1001001339,PER00224,ICICI Bank,Savings,2016-05-18,213032
1001001340,PER00224,HDFC Bank,Savings,2024-01-29,202047
1001001341,PER00225,Axis Bank,Savings,2016-02-06,234300
1001001342,PER00225,ICICI Bank,Savings,2022-05-17,203572
1001001343,PER00226,Kotak Mahindra Bank,Savings,2016-04-26,69541
1001001344,PER00226,Kotak Mahindra Bank,Savings,2020-05-23,184932
1001001345,PER00227,Kotak Mahindra Bank,Savings,2022-07-24,88030
1001001346,PER00227,HDFC Bank,Savings,2014-07-19,55210
1001001347,PER00228,Axis Bank,Savings,2021-09-07,157594
1001001348,PER00228,Kotak Mahindra Bank,Savings,2016-02-26,64629
1001001349,PER00229,SBI,Savings,2019-02-05,119846
1001001350,PER00229,Axis Bank,Savings,2011-10-10,195574
1001001351,PER00230,ICICI Bank,Savings,2013-02-06,396549
1001001352,PER00230,HDFC Bank,Savings,2022-11-20,482316
1001001353,PER00231,HDFC Bank,Savings,2023-01-10,173127
1001001354,PER00232,Axis Bank,Savings,2013-01-02,35158
1001001355,PER00232,SBI,Savings,2022-07-30,137069
1001001356,PER00233,Kotak Mahindra Bank,Savings,2012-06-01,101970
1001001357,PER00233,Axis Bank,Savings,2016-11-09,187541
1001001358,PER00234,ICICI Bank,Savings,2019-01-31,129276
1001001359,PER00235,HDFC Bank,Savings,2020-07-04,86322
1001001360,PER00236,ICICI Bank,Savings,2020-11-17,55172
1001001361,PER00237,SBI,Savings,2015-02-26,208790
1001001362,PER00238,Kotak Mahindra Bank,Savings,2012-02-12,152570
1001001363,PER00238,HDFC Bank,Savings,2013-02-11,72223
1001001364,PER00239,Axis Bank,Savings,2022-03-31,252036
1001001365,PER00240,Axis Bank,Savings,2012-08-25,140317
1001001366,PER00240,Kotak Mahindra Bank,Savings,2014-03-19,103936
1001001367,PER00241,SBI,Savings,2025-07-09,201044
1001001368,PER00241,Kotak Mahindra Bank,Savings,2019-05-18,62346
1001001369,PER00242,SBI,Savings,2024-02-06,292094
1001001370,PER00242,SBI,Savings,2017-01-21,906724
1001001371,PER00243,ICICI Bank,Savings,2022-07-25,179611
1001001372,PER00244,Axis Bank,Savings,2018-10-29,45235
1001001373,PER00245,Axis Bank,Savings,2024-09-25,61203
1001001374,PER00246,Kotak Mahindra Bank,Savings,2025-04-08,184960
1001001375,PER00247,Axis Bank,Savings,2011-12-07,249257
1001001376,PER00248,Kotak Mahindra Bank,Savings,2023-06-24,135707
1001001377,PER00248,HDFC Bank,Savings,2021-01-30,155742
1001001378,PER00249,ICICI Bank,Savings,2013-07-13,179050
1001001379,PER00249,ICICI Bank,Savings,2022-12-22,233558
1001001380,PER00250,Axis Bank,Savings,2011-10-08,199924
1001001381,PER00251,Kotak Mahindra Bank,Savings,2016-08-14,104366
1001001382,PER00251,HDFC Bank,Savings,2018-01-09,196055
1001001383,PER00252,Kotak Mahindra Bank,Savings,2017-01-17,122578
1001001384,PER00253,Axis Bank,Savings,2022-11-28,169690
1001001385,PER00254,Axis Bank,Savings,2016-12-17,49975
1001001386,PER00255,Kotak Mahindra Bank,Savings,2016-12-24,385893
1001001387,PER00256,SBI,Savings,2016-08-30,217648
1001001388,PER00257,Axis Bank,Savings,2013-06-11,370271
1001001389,PER00257,SBI,Savings,2020-02-24,128187
1001001390,PER00258,HDFC Bank,Savings,2020-11-12,170362
1001001391,PER00258,ICICI Bank,Savings,2018-10-05,76641
1001001392,PER00259,HDFC Bank,Savings,2018-06-10,267863
1001001393,PER00259,Kotak Mahindra Bank,Savings,2014-04-15,206554
1001001394,PER00260,SBI,Savings,2025-12-04,125554
1001001395,PER00261,HDFC Bank,Savings,2016-09-27,190170
1001001396,PER00262,SBI,Savings,2015-02-15,47532
1001001397,PER00262,SBI,Savings,2014-08-07,119546
1001001398,PER00263,Kotak Mahindra Bank,Savings,2023-03-16,234718
1001001399,PER00263,ICICI Bank,Savings,2011-12-05,64525
1001001400,PER00264,ICICI Bank,Savings,2025-09-18,200472
1001001401,PER00264,HDFC Bank,Savings,2025-07-14,174168
1001001402,PER00265,SBI,Savings,2022-11-08,25808
1001001403,PER00265,SBI,Savings,2020-09-06,45341
1001001404,PER00266,Axis Bank,Savings,2011-03-26,110827
1001001405,PER00266,Axis Bank,Savings,2020-12-24,90851
1001001406,PER00267,ICICI Bank,Savings,2017-03-09,72602
1001001407,PER00267,ICICI Bank,Savings,2011-06-17,218366
1001001408,PER00268,SBI,Savings,2018-01-06,503286
1001001409,PER00268,HDFC Bank,Savings,2022-03-03,428455
1001001410,PER00269,Axis Bank,Savings,2023-11-17,220121
1001001411,PER00269,SBI,Savings,2025-06-19,298246
1001001412,PER00270,HDFC Bank,Savings,2024-03-21,209672
1001001413,PER00270,Axis Bank,Savings,2021-06-20,245385
1001001414,PER00271,HDFC Bank,Savings,2015-11-19,44833
1001001415,PER00272,Kotak Mahindra Bank,Savings,2018-12-13,119167
1001001416,PER00273,Kotak Mahindra Bank,Savings,2025-11-17,593150
1001001417,PER00274,SBI,Savings,2024-06-29,34955
1001001418,PER00275,Axis Bank,Savings,2021-04-27,188116
1001001419,PER00276,SBI,Savings,2014-05-03,80282
1001001420,PER00276,SBI,Savings,2021-04-25,129338
1001001421,PER00277,Axis Bank,Savings,2012-08-27,222020
1001001422,PER00277,Kotak Mahindra Bank,Savings,2018-12-18,234915
1001001423,PER00278,Kotak Mahindra Bank,Savings,2017-06-26,226759
1001001424,PER00278,SBI,Savings,2023-09-15,208661
1001001425,PER00279,ICICI Bank,Savings,2015-12-07,41537
1001001426,PER00279,Kotak Mahindra Bank,Savings,2023-12-15,141769
1001001427,PER00280,Kotak Mahindra Bank,Savings,2015-02-15,79086
1001001428,PER00281,SBI,Savings,2011-12-07,176525
1001001429,PER00281,ICICI Bank,Savings,2019-10-26,90920
1001001430,PER00282,SBI,Savings,2025-03-18,25668
1001001431,PER00282,Kotak Mahindra Bank,Savings,2016-06-03,94736
1001001432,PER00283,SBI,Savings,2012-02-10,261885
1001001433,PER00284,Kotak Mahindra Bank,Savings,2016-07-23,66763
1001001434,PER00284,ICICI Bank,Savings,2013-01-13,50434
1001001435,PER00285,HDFC Bank,Savings,2013-12-02,94596
1001001436,PER00286,ICICI Bank,Savings,2018-04-24,66934
1001001437,PER00287,ICICI Bank,Savings,2017-12-12,338485
1001001438,PER00288,HDFC Bank,Savings,2016-01-24,239505
