transaction_id,from_account,to_account,amount_inr,timestamp,payment_mode,remarks
TXN0000150,1001001072,1001001411,192,2024-03-28 06:48:56,RTGS,Transaction
TXN0000151,1001002121,1001002143,7756,2024-06-23 07:05:03,IMPS,Transaction
TXN0000152,1001001929,1001001140,2627,2024-03-22 01:25:12,UPI,Transaction
TXN0000153,1001002807,1001002052,6453,2025-02-09 11:40:18,UPI,Transaction
TXN0000154,1001001302,1001001896,8821,2025-05-29 07:13:53,IMPS,Transaction
TXN0000155,1001001018,1001002458,4312,2025-12-13 21:23:57,NEFT,Transaction
TXN0000156,1001002117,1001001089,129,2025-06-16 06:12:21,RTGS,Transaction
TXN0000157,1001002189,1001001384,682,2025-12-06 13:48:02,IMPS,Transaction
TXN0000158,1001001745,1001001945,7120,2025-05-06 16:08:40,IMPS,Transaction
TXN0000159,1001001576,1001001226,7884,2025-06-22 07:52:03,RTGS,Transaction
TXN0000160,1001001533,1001001693,568,2025-12-22 10:03:12,NEFT,Transaction
TXN0000161,1001001427,1001001686,803,2025-05-14 02:32:54,IMPS,Transaction
TXN0000162,1001002606,1001002538,2643,2025-07-13 14:39:35,RTGS,Transaction
TXN0000163,1001002395,1001002805,762,2025-06-15 11:45:54,UPI,Transaction
TXN0000164,1001001762,1001001557,159,2024-10-11 20:01:43,IMPS,Transaction
TXN0000165,1001001699,1001001056,39600,2026-01-27 06:39:32,UPI,Transaction
TXN0000166,1001001565,1001001394,8470,2024-06-11 20:13:35,RTGS,Transaction
TXN0000167,1001002527,1001001323,19563,2025-03-27 20:27:11,IMPS,Transaction
TXN0000168,1001002108,1001001982,417,2024-12-27 09:08:05,NEFT,Transaction
TXN0000169,1001001075,1001002730,730,2026-01-14 15:10:52,UPI,Transaction
TXN0000170,1001001754,1001001476,6156,2025-07-28 19:40:17,IMPS,Transaction
TXN0000171,1001001380,1001001262,442,2024-09-26 11:54:38,IMPS,Transaction
TXN0000172,1001002077,1001002174,852,2024-12-21 18:36:56,RTGS,Transaction
TXN0000173,1001001924,1001001628,9324,2025-06-18 08:11:47,IMPS,Transaction
TXN0000174,1001002835,1001001948,142,2025-05-11 20:06:39,IMPS,Transaction
TXN0000175,1001002675,1001001187,33102,2025-09-22 18:26:14,RTGS,Transaction
TXN0000176,1001001807,1001001819,3714,2025-05-07 03:39:28,IMPS,Transaction
TXN0000177,1001002188,1001001574,668,2024-06-10 13:52:42,IMPS,Transaction
TXN0000178,1001002088,1001001650,333,2024-07-12 20:34:53,IMPS,Transaction
TXN0000179,1001002454,1001001184,3218,2025-11-27 13:00:22,NEFT,Transaction
TXN0000180,1001001770,1001001852,16532,2026-01-10 17:36:30,NEFT,Transaction
TXN0000181,1001002619,1001001354,875,2025-08-27 02:12:47,UPI,Transaction
TXN0000182,1001001106,1001002062,624,2025-08-10 10:55:13,NEFT,Transaction
TXN0000183,1001001892,1001002466,4544,2025-03-08 00:58:58,UPI,Transaction
TXN0000184,1001001005,1001002073,5946,2025-08-28 20:49:38,UPI,Transaction
TXN0000185,1001002467,1001002027,5782,2024-10-08 07:10:22,RTGS,Transaction
TXN0000186,1001002568,1001001374,38567,2024-02-26 01:28:35,UPI,Transaction
TXN0000187,1001001934,1001002376,20920,2025-12-31 03:55:26,RTGS,Transaction
TXN0000188,1001001398,1001001735,202,2024-07-13 06:45:54,RTGS,Transaction
TXN0000189,1001001324,1001001333,34960,2025-01-19 05:11:09,UPI,Transaction
TXN0000190,1001002796,1001001520,407,2025-11-03 22:52:46,UPI,Transaction
TXN0000191,1001002795,1001002234,201,2024-07-15 21:48:07,NEFT,Transaction
TXN0000192,1001001647,1001001812,4639,2025-08-22 14:51:41,NEFT,Transaction
TXN0000193,1001001152,1001002670,18808,2025-12-26 10:29:54,UPI,Transaction
TXN0000194,1001001085,1001001984,7479,2024-02-29 04:23:56,UPI,Transaction
TXN0000195,1001001346,1001002271,886,2025-07-13 03:01:47,NEFT,Transaction
TXN0000196,1001001399,1001001678,6248,2025-03-19 15:51:32,UPI,Transaction
TXN0000197,1001002109,1001001066,393,2025-08-08 20:22:15,UPI,Transaction
TXN0000198,1001002464,1001001577,5100,2024-06-15 15:33:21,NEFT,Transaction
TXN0000199,1001002135,1001002250,8646,2025-08-23 01:35:45,IMPS,Transaction
TXN0000200,1001001950,1001001924,6833,2025-11-16 02:12:43,NEFT,Transaction
TXN0000201,1001001102,1001001015,5501,2025-01-06 12:12:48,NEFT,Transaction
TXN0000202,1001002410,1001001825,429,2025-03-10 19:51:42,RTGS,Transaction
TXN0000203,1001001820,1001002364,8487,2024-07-14 09:44:47,IMPS,Transaction
TXN0000204,1001001218,1001002772,681,2024-08-13 08:34:21,UPI,Transaction
TXN0000205,1001001667,1001002624,6329,2025-05-19 17:19:40,UPI,Transaction
TXN0000206,1001001453,1001001888,6793,2024-08-02 15:05:20,UPI,Transaction
TXN0000207,1001002020,1001002012,649,2024-03-28 06:49:18,RTGS,Transaction
TXN0000208,1001001435,1001002413,895,2024-12-06 07:59:11,NEFT,Transaction
TXN0000209,1001001826,1001002116,16452,2025-05-12 12:15:12,UPI,Transaction
TXN0000210,1001001952,1001002654,8923,2025-01-14 13:32:17,RTGS,Transaction
TXN0000211,1001001187,1001001319,8284,2025-07-13 03:17:36,NEFT,Transaction
TXN0000212,1001002202,1001001561,225,2025-04-21 13:58:25,RTGS,Transaction
TXN0000213,1001002666,1001002543,32364,2025-12-09 08:06:53,IMPS,Transaction
TXN0000214,1001001038,1001001091,832,2025-11-09 16:59:49,IMPS,Transaction
TXN0000215,1001001706,1001001533,1899,2025-03-15 12:20:40,RTGS,Transaction
TXN0000216,1001001142,1001002289,925,2025-11-19 01:22:58,IMPS,Transaction
TXN0000217,1001002415,1001002269,9474,2024-02-10 22:50:15,UPI,Transaction
TXN0000218,1001002858,1001001801,6954,2024-07-31 13:10:34,IMPS,Transaction
TXN0000219,1001002897,1001001047,871,2025-01-09 19:02:55,RTGS,Transaction
TXN0000220,1001002673,1001002826,23966,2024-09-28 01:17:20,RTGS,Transaction
TXN0000221,1001001339,1001001580,5862,2025-03-12 01:11:37,NEFT,Transaction
TXN0000222,1001002304,1001002130,9671,2025-09-14 21:22:51,RTGS,Transaction
TXN0000223,1001001337,1001001368,6942,2025-06-27 06:24:00,RTGS,Transaction
TXN0000224,1001002728,1001002679,2763,2024-02-10 23:11:19,RTGS,Transaction
TXN0000225,1001001465,1001002531,26681,2024-12-07 16:47:18,NEFT,Transaction
TXN0000226,1001001702,1001002420,575,2025-09-14 22:40:24,IMPS,Transaction
TXN0000227,1001002103,1001002889,648,2025-08-30 09:16:04,NEFT,Transaction
TXN0000228,1001002774,1001001314,784,2025-09-29 03:47:19,RTGS,Transaction
TXN0000229,1001001244,1001001245,580,2024-11-22 20:19:03,NEFT,Transaction
TXN0000230,1001002413,1001001187,7347,2024-12-30 08:06:33,UPI,Transaction
TXN0000231,1001001834,1001001287,619,2025-02-27 07:59:17,RTGS,Transaction
TXN0000232,1001002056,1001001389,638,2025-10-23 18:13:28,RTGS,Transaction
TXN0000233,1001001257,1001002607,1163,2025-04-17 21:07:36,UPI,Transaction
TXN0000234,1001001570,1001002348,804,2025-05-10 22:01:44,NEFT,Transaction
TXN0000235,1001001384,1001002695,642,2024-10-15 22:45:34,NEFT,Transaction
TXN0000236,1001001545,1001002688,1195,2024-06-22 20:24:12,IMPS,Transaction
TXN0000237,1001001677,1001002481,9735,2024-10-23 03:20:46,RTGS,Transaction
TXN0000238,1001001224,1001002375,2042,2025-10-07 05:49:47,RTGS,Transaction
TXN0000239,1001001534,1001002446,2410,2024-05-14 03:28:33,UPI,Transaction
TXN0000240,1001001388,1001002231,4014,2024-11-29 23:56:35,UPI,Transaction
TXN0000241,1001001256,1001002339,7956,2025-03-26 11:06:12,UPI,Transaction
TXN0000242,1001001086,1001002034,645,2024-11-17 03:16:55,IMPS,Transaction
TXN0000243,1001001152,1001002863,7282,2024-11-12 14:06:26,UPI,Transaction
TXN0000244,1001001631,1001001387,31240,2024-07-23 03:05:24,RTGS,Transaction
TXN0000245,1001001568,1001002359,21200,2025-05-09 16:08:50,NEFT,Transaction
TXN0000246,1001002467,1001001404,33482,2025-07-23 10:42:11,IMPS,Transaction
TXN0000247,1001001441,1001002181,5200,2025-02-26 01:54:26,UPI,Transaction
TXN0000248,1001002770,1001001061,8200,2025-08-20 21:47:12,IMPS,Transaction
TXN0000249,1001002696,1001002087,5592,2025-02-08 13:35:22,RTGS,Transaction
TXN0000250,1001001313,1001002190,581,2025-08-18 08:56:52,NEFT,Transaction
TXN0000251,1001002867,1001002513,5930,2024-11-15 06:16:59,UPI,Transaction
TXN0000252,1001001440,1001002009,476,2025-04-24 15:54:41,RTGS,Transaction
TXN0000253,1001001361,1001002280,920,2026-01-25 06:30:52,IMPS,Transaction
TXN0000254,1001001496,1001002842,192,2024-07-28 23:40:38,IMPS,Transaction
TXN0000255,1001001167,1001001334,2983,2025-01-09 16:53:14,RTGS,Transaction
TXN0000256,1001001312,1001002584,5052,2025-05-29 05:02:15,NEFT,Transaction
TXN0000257,1001002352,1001002019,38725,2024-08-01 14:47:44,NEFT,Transaction
TXN0000258,1001001892,1001002417,3108,2025-06-03 02:17:19,RTGS,Transaction
TXN0000259,1001002890,1001001174,36901,2025-10-25 19:31:53,UPI,Transaction
TXN0000260,1001002273,1001002582,582,2024-07-12 04:15:40,UPI,Transaction
TXN0000261,1001002522,1001002205,3769,2025-05-29 22:33:09,UPI,Transaction
TXN0000262,1001002613,1001001606,1758,2025-02-03 11:26:21,IMPS,Transaction
TXN0000263,1001002691,1001002733,1578,2024-07-04 22:12:33,NEFT,Transaction
TXN0000264,1001001473,1001002151,123,2025-05-21 23:18:07,NEFT,Transaction
TXN0000265,1001001730,1001001879,666,2025-12-09 08:08:32,NEFT,Transaction
TXN0000266,1001002363,1001002466,1090,2025-12-02 22:55:13,RTGS,Transaction
TXN0000267,1001001060,1001002741,364,2024-11-11 23:30:52,IMPS,Transaction
TXN0000268,1001002424,1001002343,7692,2025-05-22 03:53:35,IMPS,Transaction
TXN0000269,1001001343,1001002569,465,2025-12-12 19:43:41,UPI,Transaction
TXN0000270,1001002094,1001002691,6404,2024-12-21 10:55:49,NEFT,Transaction
TXN0000271,1001002365,1001002279,8845,2025-08-24 12:21:50,IMPS,Transaction
TXN0000272,1001001155,1001001794,17428,2024-06-08 18:32:18,IMPS,Transaction
TXN0000273,1001001285,1001002539,24888,2025-03-20 08:25:20,RTGS,Transaction
TXN0000274,1001001096,1001002045,298,2024-10-01 13:21:55,RTGS,Transaction
TXN0000275,1001002862,1001002413,893,2024-04-08 16:12:49,IMPS,Transaction
TXN0000276,1001001724,1001002442,2503,2025-01-04 07:58:33,UPI,Transaction
TXN0000277,1001001110,1001002625,1965,2024-11-05 04:46:47,NEFT,Transaction
TXN0000278,1001001601,1001002700,20364,2024-06-19 16:54:47,RTGS,Transaction
TXN0000279,1001001034,1001001095,32265,2025-06-15 05:37:12,IMPS,Transaction
TXN0000280,1001001940,1001002672,3432,2025-01-24 05:05:31,UPI,Transaction
TXN0000281,1001002374,1001001389,3543,2025-06-28 20:39:01,RTGS,Transaction
TXN0000282,1001002094,1001002397,457,2024-06-01 08:09:08,IMPS,Transaction
TXN0000283,1001002626,1001001312,720,2024-09-17 19:26:39,NEFT,Transaction
TXN0000284,1001001989,1001001592,5817,2025-10-28 10:32:08,IMPS,Transaction
TXN0000285,1001001390,1001002020,496,2024-07-29 13:55:17,UPI,Transaction
TXN0000286,1001002607,1001002028,817,2024-09-25 22:56:15,NEFT,Transaction
TXN0000287,1001002821,1001001939,9465,2025-01-01 09:26:14,RTGS,Transaction
TXN0000288,1001002012,1001001203,17640,2024-11-03 13:02:05,RTGS,Transaction
TXN0000289,1001001239,1001001473,674,2025-05-17 10:52:15,NEFT,Transaction
TXN0000290,1001001553,1001002358,123,2025-01-31 19:18:56,RTGS,Transaction
TXN0000291,1001002744,1001001751,583,2025-11-23 06:48:53,UPI,Transaction
TXN0000292,1001001266,1001002648,4107,2025-04-27 06:23:30,UPI,Transaction
TXN0000293,1001002556,1001001305,503,2025-01-18 20:22:01,IMPS,Transaction
TXN0000294,1001001769,1001002776,6024,2024-10-03 08:25:12,NEFT,Transaction
TXN0000295,1001001252,1001002079,4887,2024-08-18 04:01:58,UPI,Transaction
TXN0000296,1001002051,1001002130,6008,2025-08-19 15:53:29,UPI,Transaction
TXN0000297,1001001770,1001001827,7572,2026-01-19 04:24:14,UPI,Transaction
TXN0000298,1001002600,1001001443,6981,2024-03-14 09:19:05,IMPS,Transaction
TXN0000299,1001001466,1001002278,7871,2026-01-12 06:14:35,NEFT,Transaction
TXN0000300,1001002204,1001002873,592,2025-02-15 18:47:33,NEFT,Transaction
TXN0000301,1001002766,1001002688,343,2024-11-01 11:36:11,RTGS,Transaction
TXN0000302,1001002193,1001001515,594,2024-05-11 09:13:52,UPI,Transaction
TXN0000303,1001002045,1001001584,44309,2025-09-29 15:49:38,RTGS,Transaction
TXN0000304,1001002364,1001002088,507,2025-12-06 22:40:58,IMPS,Transaction
TXN0000305,1001001215,1001002420,3882,2025-12-25 10:29:03,NEFT,Transaction
TXN0000306,1001002831,1001001144,12174,2024-06-10 13:14:43,NEFT,Transaction
TXN0000307,1001002741,1001001266,8250,2024-12-13 04:11:45,IMPS,Transaction
TXN0000308,1001001205,1001002711,10062,2025-08-31 15:49:23,UPI,Transaction
TXN0000309,1001001125,1001002871,484,2024-12-14 08:23:57,IMPS,Transaction
TXN0000310,1001002042,1001001019,8815,2025-02-11 15:28:00,UPI,Transaction
TXN0000311,1001001907,1001002686,5198,2026-01-13 13:40:32,NEFT,Transaction
TXN0000312,1001001628,1001001389,884,2025-06-15 18:47:43,RTGS,Transaction
TXN0000313,1001001922,1001002271,2906,2024-06-07 02:15:08,NEFT,Transaction
TXN0000314,1001001595,1001001382,622,2024-11-25 18:00:01,IMPS,Transaction
TXN0000315,1001002236,1001001611,8965,2025-11-03 11:20:47,RTGS,Transaction
TXN0000316,1001001782,1001002724,42952,2024-12-01 02:01:40,RTGS,Transaction
TXN0000317,1001002547,1001002782,1006,2025-10-19 04:00:30,IMPS,Transaction
TXN0000318,1001001733,1001001471,9656,2024-06-09 13:52:45,IMPS,Transaction
TXN0000319,1001002026,1001002208,304,2025-04-01 18:12:58,NEFT,Transaction
TXN0000320,1001001638,1001001272,25567,2025-11-20 15:28:42,NEFT,Transaction
TXN0000321,1001001362,1001002353,453,2025-09-08 00:52:48,RTGS,Transaction
TXN0000322,1001002828,1001002751,186,2025-10-21 09:20:58,UPI,Transaction
TXN0000323,1001001802,1001001414,257,2026-01-12 01:38:37,IMPS,Transaction
TXN0000324,1001001757,1001001237,874,2024-04-30 20:04:35,UPI,Transaction
TXN0000325,1001002333,1001002125,1042,2025-01-01 19:11:53,NEFT,Transaction
TXN0000326,1001002255,1001001395,6488,2025-03-10 20:31:03,UPI,Transaction
TXN0000327,1001002349,1001002210,36505,2025-04-24 15:56:40,UPI,Transaction
TXN0000328,1001001853,1001001728,804,2024-09-13 08:27:59,IMPS,Transaction
