transaction_id,from_account,to_account,amount_inr,timestamp,payment_mode,remarks
TXN0000025,1001001596,1001002069,288,2024-12-23 09:08:45,RTGS,Transaction
TXN0000026,1001001843,1001002348,9350,2023-12-12 04:41:03,UPI,Transaction
TXN0000027,1001002858,1001002653,3551,2024-04-21 14:51:54,UPI,Transaction
TXN0000028,1001001323,1001001915,733,2023-10-26 02:23:18,RTGS,Transaction
TXN0000029,1001001927,1001002046,457,2024-11-02 08:33:57,RTGS,Transaction
TXN0000030,1001002247,1001001988,1860,2024-09-22 11:38:33,IMPS,Transaction
TXN0000031,1001001763,1001002417,29772,2025-08-18 00:42:04,RTGS,Transaction
TXN0000032,1001001850,1001002659,6086,2023-12-16 09:40:56,UPI,Transaction
TXN0000033,1001001234,1001002151,6111,2024-08-23 19:24:03,NEFT,Transaction
TXN0000034,1001001800,1001002230,29097,2025-03-06 18:40:28,RTGS,Transaction
TXN0000035,1001002585,1001001569,596,2025-02-23 09:55:23,RTGS,Transaction
TXN0000036,1001001960,1001001329,624,2025-08-16 16:30:47,IMPS,Transaction
TXN0000037,1001001311,1001002640,984,2025-08-02 22:18:40,NEFT,Transaction
TXN0000038,1001001524,1001001611,18573,2024-11-18 23:03:04,NEFT,Transaction
TXN0000039,1001001883,1001002386,334,2023-12-04 07:43:08,IMPS,Transaction
TXN0000040,1001002225,1001002814,921,2025-05-26 17:50:06,UPI,Transaction
TXN0000041,1001001571,1001001070,872,2025-02-22 03:28:54,NEFT,Transaction
TXN0000042,1001002053,1001002672,11976,2024-06-24 02:59:44,UPI,Transaction
TXN0000043,1001001633,1001001556,349,2025-04-21 18:01:17,NEFT,Transaction
TXN0000044,1001002725,1001002066,1245,2025-08-24 19:44:53,UPI,Transaction
TXN0000045,1001001647,1001001938,697,2024-05-02 18:14:38,NEFT,Transaction
TXN0000046,1001002858,1001002510,8039,2024-08-19 05:02:02,RTGS,Transaction
TXN0000047,1001001932,1001002116,748,2025-07-12 17:26:42,RTGS,Transaction
TXN0000048,1001002367,1001002063,997,2024-02-27 15:30:00,UPI,Transaction
TXN0000049,1001001543,1001002352,1950,2023-10-24 16:31:29,RTGS,Transaction
TXN0000050,1001002191,1001002828,23864,2024-04-02 19:41:08,NEFT,Transaction
TXN0000051,1001002017,1001001033,957,2023-11-28 22:11:47,NEFT,Transaction
TXN0000052,1001001273,1001002416,722,2024-04-11 13:43:46,NEFT,Transaction
TXN0000053,1001001545,1001002791,5760,2023-10-27 21:34:33,RTGS,Transaction
TXN0000054,1001001281,1001001545,5448,2023-09-06 20:52:41,RTGS,Transaction
TXN0000055,1001002622,1001001804,26258,2025-02-22 05:28:48,NEFT,Transaction
TXN0000056,1001001014,1001002636,320,2024-10-14 01:48:42,NEFT,Transaction
TXN0000057,1001002340,1001002346,44397,2024-07-10 16:11:16,RTGS,Transaction
TXN0000058,1001001741,1001002327,889,2024-07-24 19:25:15,UPI,Transaction
TXN0000059,1001001161,1001002140,159,2024-06-26 13:03:29,NEFT,Transaction
TXN0000060,1001002201,1001002039,44793,2023-11-18 06:01:06,RTGS,Transaction
TXN0000061,1001002049,1001001966,2531,2024-02-07 07:54:20,NEFT,Transaction
TXN0000062,1001002144,1001001463,1217,2025-02-09 16:00:08,RTGS,Transaction
TXN0000063,1001001696,1001002650,18314,2025-01-21 21:10:34,NEFT,Transaction
TXN0000064,1001001892,1001002435,26099,2024-09-09 16:47:37,IMPS,Transaction
TXN0000065,1001001992,1001001707,873,2025-06-20 16:10:42,IMPS,Transaction
TXN0000066,1001002437,1001002417,419,2025-03-28 04:54:35,RTGS,Transaction
TXN0000067,1001002168,1001002377,776,2023-11-28 19:19:00,IMPS,Transaction
TXN0000068,1001001029,1001002036,7964,2024-07-31 03:37:24,IMPS,Transaction
TXN0000069,1001002380,1001002762,3299,2025-05-10 09:09:18,IMPS,Transaction
TXN0000070,1001002094,1001002007,5129,2025-06-26 08:09:14,UPI,Transaction
TXN0000071,1001002498,1001001764,5481,2025-02-24 09:36:08,NEFT,Transaction
TXN0000072,1001001710,1001002435,8354,2023-12-24 23:22:56,UPI,Transaction
TXN0000073,1001002384,1001001516,298,2023-09-10 17:57:20,RTGS,Transaction
TXN0000074,1001002049,1001001644,831,2023-09-21 22:06:06,UPI,Transaction
TXN0000075,1001002711,1001002380,627,2024-05-01 08:41:54,NEFT,Transaction
TXN0000076,1001001284,1001001340,470,2023-10-09 04:36:17,NEFT,Transaction
TXN0000077,1001001786,1001002586,4242,2024-07-06 15:46:03,IMPS,Transaction
TXN0000078,1001001556,1001002340,722,2024-10-19 16:33:00,IMPS,Transaction
TXN0000079,1001002540,1001002642,937,2025-08-27 07:07:46,RTGS,Transaction
TXN0000080,1001002195,1001002599,1980,2024-06-22 00:51:32,UPI,Transaction
TXN0000081,1001001425,1001001141,4374,2025-05-02 11:21:01,UPI,Transaction
TXN0000082,1001002256,1001002006,4141,2025-01-26 08:09:03,RTGS,Transaction
TXN0000083,1001002326,1001002259,6438,2024-05-08 08:12:40,UPI,Transaction
TXN0000084,1001001072,1001001912,16073,2023-11-24 20:29:50,UPI,Transaction
TXN0000085,1001001438,1001001889,582,2025-08-17 10:20:21,UPI,Transaction
TXN0000086,1001002208,1001002083,6933,2024-11-30 12:34:59,IMPS,Transaction
TXN0000087,1001002654,1001002277,631,2025-06-05 05:43:02,NEFT,Transaction
TXN0000088,1001002429,1001001798,325,2025-01-20 09:45:30,UPI,Transaction
TXN0000089,1001001478,1001001463,391,2024-12-08 23:26:01,IMPS,Transaction
TXN0000090,1001002180,1001002014,9675,2024-09-11 10:57:17,UPI,Transaction
TXN0000091,1001002674,1001001526,740,2024-02-26 03:14:10,RTGS,Transaction
TXN0000092,1001001447,1001002516,5080,2025-05-24 03:41:28,UPI,Transaction
TXN0000093,1001001122,1001002088,221,2025-04-06 13:51:07,IMPS,Transaction
TXN0000094,1001001568,1001001907,676,2023-09-08 08:57:22,RTGS,Transaction
TXN0000095,1001002016,1001001376,460,2025-05-28 16:15:40,NEFT,Transaction
TXN0000096,1001002416,1001002021,40913,2025-08-29 10:42:12,RTGS,Transaction
TXN0000097,1001001322,1001001131,7247,2023-09-30 09:03:03,NEFT,Transaction
TXN0000098,1001002255,1001001226,649,2024-08-07 16:38:12,RTGS,Transaction
TXN0000099,1001001042,1001001357,9395,2025-07-20 16:00:24,RTGS,Transaction
TXN0000100,1001002349,1001002430,7714,2025-05-10 05:30:23,UPI,Transaction
TXN0000101,1001001673,1001002272,613,2024-12-04 22:26:58,RTGS,Transaction
TXN0000102,1001002568,1001001601,2926,2024-10-02 11:11:50,RTGS,Transaction
TXN0000103,1001002151,1001001412,564,2024-11-18 15:48:34,UPI,Transaction
TXN0000104,1001001871,1001001384,907,2024-04-14 11:04:01,IMPS,Transaction
TXN0000105,1001002271,1001001455,33546,2024-01-12 20:12:13,NEFT,Transaction
TXN0000106,1001001600,1001001293,744,2025-08-07 13:20:58,IMPS,Transaction
TXN0000107,1001001508,1001001671,22018,2025-05-06 14:28:18,RTGS,Transaction
TXN0000108,1001001438,1001002331,38434,2025-06-12 09:28:56,RTGS,Transaction
TXN0000109,1001002105,1001001411,1078,2024-04-21 20:07:58,NEFT,Transaction
TXN0000110,1001001425,1001001046,810,2024-11-23 08:25:41,NEFT,Transaction
TXN0000111,1001002076,1001001757,903,2024-09-05 10:09:59,UPI,Transaction
TXN0000112,1001001872,1001002727,5714,2025-08-18 10:47:29,NEFT,Transaction
TXN0000113,1001001954,1001002128,245,2024-09-02 18:42:28,UPI,Transaction
TXN0000114,1001002613,1001001394,7015,2024-05-20 10:48:42,IMPS,Transaction
TXN0000115,1001002756,1001002338,31965,2024-04-26 15:56:56,IMPS,Transaction
TXN0000116,1001002703,1001001264,363,2024-12-03 19:35:29,IMPS,Transaction
TXN0000117,1001002431,1001002651,472,2024-02-15 01:10:22,UPI,Transaction
TXN0000118,1001001810,1001001263,619,2024-06-30 20:19:36,NEFT,Transaction
TXN0000119,1001001685,1001001135,32633,2025-03-14 02:40:13,UPI,Transaction
TXN0000120,1001001392,1001002118,43113,2024-11-22 09:27:06,NEFT,Transaction
TXN0000121,1001001843,1001002449,264,2025-03-28 13:16:45,UPI,Transaction
TXN0000122,1001001986,1001002622,19866,2023-09-26 06:17:15,IMPS,Transaction
TXN0000123,1001002219,1001001900,201,2024-09-29 01:09:01,UPI,Transaction
TXN0000124,1001001014,1001002845,8101,2025-02-16 11:04:07,IMPS,Transaction
TXN0000125,1001002733,1001002223,1814,2025-04-04 21:50:14,UPI,Transaction
TXN0000126,1001001985,1001002705,3650,2025-06-26 07:48:39,RTGS,Transaction
TXN0000127,1001002701,1001001987,260,2025-05-10 11:04:11,NEFT,Transaction
TXN0000128,1001001970,1001001164,38161,2023-11-19 08:44:01,NEFT,Transaction
TXN0000129,1001001976,1001002687,3803,2023-12-17 03:32:06,NEFT,Transaction
TXN0000130,1001002848,1001002280,318,2024-02-23 11:37:56,NEFT,Transaction
TXN0000131,1001002695,1001001950,7416,2025-06-05 00:01:06,UPI,Transaction
TXN0000132,1001001471,1001002611,6780,2024-02-10 07:49:06,IMPS,Transaction
TXN0000133,1001002452,1001001682,126,2024-02-15 23:09:25,UPI,Transaction
TXN0000134,1001002597,1001001760,17112,2025-05-24 17:01:02,NEFT,Transaction
TXN0000135,1001002516,1001002473,4955,2024-05-28 06:45:29,RTGS,Transaction
TXN0000136,1001001718,1001002006,748,2024-12-21 22:37:25,UPI,Transaction
TXN0000137,1001002131,1001001572,287,2024-12-02 18:20:08,IMPS,Transaction
TXN0000138,1001002539,1001001046,452,2025-01-31 11:18:51,RTGS,Transaction
TXN0000139,1001002473,1001002355,464,2024-10-16 17:27:06,NEFT,Transaction
TXN0000140,1001001998,1001001057,1720,2025-06-03 02:17:32,NEFT,Transaction
TXN0000141,1001002646,1001002610,625,2024-03-21 20:25:10,NEFT,Transaction
TXN0000142,1001002390,1001002851,772,2025-04-22 21:53:56,IMPS,Transaction
TXN0000143,1001002018,1001002065,15678,2024-05-20 23:30:11,NEFT,Transaction
TXN0000144,1001002025,1001002816,4011,2023-09-18 09:39:36,RTGS,Transaction
TXN0000145,1001001901,1001002525,201,2024-11-23 07:27:33,RTGS,Transaction
TXN0000146,1001002288,1001001583,24989,2024-04-03 19:06:40,UPI,Transaction
TXN0000147,1001002796,1001002267,140,2025-02-16 07:37:05,RTGS,Transaction
TXN0000148,1001001824,1001002550,531,2024-04-13 11:20:33,IMPS,Transaction
TXN0000149,1001001353,1001001720,4193,2024-12-26 09:37:46,UPI,Transaction
TXN0000150,1001001423,1001002059,35149,2024-04-06 14:51:26,UPI,Transaction
TXN0000151,1001002498,1001002616,245,2024-11-20 20:27:30,IMPS,Transaction
TXN0000152,1001001522,1001001308,1711,2025-01-29 23:14:12,UPI,Transaction
TXN0000153,1001002172,1001002269,7288,2024-10-13 06:53:34,NEFT,Transaction
TXN0000154,1001002725,1001001803,9995,2024-12-18 17:50:46,NEFT,Transaction
TXN0000155,1001002572,1001001681,7931,2025-08-19 18:15:28,NEFT,Transaction
TXN0000156,1001002411,1001001488,205,2023-09-26 17:32:13,RTGS,Transaction
TXN0000157,1001002470,1001001220,9429,2024-12-27 23:30:05,RTGS,Transaction
TXN0000158,1001001221,1001002816,6768,2023-12-01 17:22:13,NEFT,Transaction
TXN0000159,1001001031,1001002839,4011,2024-08-21 05:28:35,NEFT,Transaction
TXN0000160,1001002832,1001001706,3758,2024-06-29 05:01:14,IMPS,Transaction
TXN0000161,1001002416,1001002205,8465,2024-03-18 21:21:53,RTGS,Transaction
TXN0000162,1001002859,1001002742,8393,2025-06-22 18:19:08,NEFT,Transaction
TXN0000163,1001002745,1001001416,9709,2024-03-18 15:12:34,UPI,Transaction
TXN0000164,1001002501,1001002535,44703,2025-06-14 03:24:09,UPI,Transaction
TXN0000165,1001001510,1001002438,841,2025-05-09 13:07:12,NEFT,Transaction
TXN0000166,1001001760,1001002371,1621,2024-09-16 12:08:56,UPI,Transaction
TXN0000167,1001002263,1001001070,3253,2025-08-03 18:22:58,IMPS,Transaction
TXN0000168,1001001024,1001001970,24875,2025-05-21 01:35:54,RTGS,Transaction
TXN0000169,1001001614,1001002798,43172,2025-03-27 22:39:50,UPI,Transaction
TXN0000170,1001001788,1001002792,602,2024-04-08 08:40:36,NEFT,Transaction
TXN0000171,1001001277,1001001650,863,2025-03-14 11:48:38,IMPS,Transaction
TXN0000172,1001001993,1001001452,591,2024-05-14 16:01:03,UPI,Transaction
TXN0000173,1001001903,1001001578,329,2025-01-11 18:09:17,RTGS,Transaction
TXN0000174,1001002035,1001001580,1040,2025-04-16 04:34:25,UPI,Transaction
TXN0000175,1001002156,1001001514,32379,2024-06-04 06:48:40,NEFT,Transaction
TXN0000176,1001002094,1001001404,10260,2025-06-03 00:06:50,NEFT,Transaction
TXN0000177,1001002428,1001002011,27799,2025-02-06 20:25:41,IMPS,Transaction
TXN0000178,1001002456,1001001209,741,2024-08-05 09:14:58,UPI,Transaction
TXN0000179,1001002481,1001002009,165,2024-11-06 11:02:46,IMPS,Transaction
TXN0000180,1001001820,1001002743,17504,2024-09-18 08:00:29,IMPS,Transaction
TXN0000181,1001002823,1001002214,17825,2023-12-31 21:26:41,IMPS,Transaction
TXN0000182,1001001577,1001002346,8655,2024-05-10 18:45:02,RTGS,Transaction
TXN0000183,1001002354,1001001291,991,2025-06-02 17:28:59,NEFT,Transaction
TXN0000184,1001002191,1001001304,37930,2025-08-17 04:05:31,UPI,Transaction
TXN0000185,1001002211,1001001642,3563,2025-07-10 00:36:51,IMPS,Transaction
TXN0000186,1001002351,1001002309,173,2024-07-12 05:11:44,NEFT,Transaction
TXN0000187,1001001728,1001002278,14734,2024-02-24 09:13:51,UPI,Transaction
TXN0000188,1001002283,1001001549,6245,2024-01-24 09:48:57,IMPS,Transaction
TXN0000189,1001001631,1001002444,7359,2025-01-27 15:10:52,IMPS,Transaction
TXN0000190,1001001734,1001001706,30145,2025-06-04 10:01:34,NEFT,Transaction
TXN0000191,1001002714,1001001139,909,2024-09-06 08:00:34,NEFT,Transaction
TXN0000192,1001002100,1001001155,3873,2025-02-12 04:26:46,NEFT,Transaction
TXN0000193,1001001779,1001001879,33113,2024-01-27 20:31:15,UPI,Transaction
TXN0000194,1001001515,1001002148,35414,2024-10-17 15:31:10,RTGS,Transaction
TXN0000195,1001001795,1001002230,903,2024-01-09 09:05:04,NEFT,Transaction
TXN0000196,1001001308,1001001578,1089,2024-12-16 00:54:46,UPI,Transaction
TXN0000197,1001001913,1001002670,25737,2025-05-20 00:53:28,NEFT,Transaction
TXN0000198,1001001431,1001002373,8644,2025-07-10 15:33:45,NEFT,Transaction
TXN0000199,1001002250,1001002539,6736,2024-05-14 21:34:41,RTGS,Transaction
TXN0000200,1001002729,1001002203,593,2025-03-24 08:42:24,NEFT,Transaction
TXN0000201,1001001072,1001002324,5654,2024-03-06 22:06:53,UPI,Transaction
TXN0000202,1001001833,1001002226,6453,2024-04-14 02:53:28,UPI,Transaction
TXN0000203,1001001774,1001001733,695,2025-04-10 03:07:23,UPI,Transaction
TXN0000204,1001001004,1001002529,984,2025-06-23 20:18:58,IMPS,Transaction
TXN0000205,1001002368,1001002610,275,2025-06-21 17:09:39,IMPS,Transaction
TXN0000206,1001002808,1001002648,283,2024-04-20 21:40:01,UPI,Transaction
TXN0000207,1001002200,1001001262,7761,2025-06-28 12:25:09,NEFT,Transaction
TXN0000208,1001001954,1001001693,2726,2025-02-01 01:11:52,IMPS,Transaction
TXN0000209,1001002130,1001002258,40052,2024-02-04 12:03:24,UPI,Transaction
TXN0000210,1001001240,1001001297,5794,2024-11-27 08:23:44,NEFT,Transaction
TXN0000211,1001001450,1001001045,128,2025-06-13 22:26:29,NEFT,Transaction
TXN0000212,1001001993,1001001311,16571,2023-09-17 02:05:07,UPI,Transaction
TXN0000213,1001002274,1001002802,3099,2024-07-07 20:30:53,RTGS,Transaction
TXN0000214,1001002092,1001002626,7061,2024-09-08 06:12:55,RTGS,Transaction
TXN0000215,1001002548,1001002855,40083,2025-06-25 08:33:08,IMPS,Transaction
TXN0000216,1001002661,1001002644,7327,2024-05-12 21:58:13,NEFT,Transaction
TXN0000217,1001001895,1001002090,39960,2024-06-26 12:35:02,NEFT,Transaction
TXN0000218,1001002347,1001002049,15447,2024-09-20 11:23:58,IMPS,Transaction
TXN0000219,1001001849,1001001517,18055,2024-07-10 05:23:18,RTGS,Transaction
TXN0000220,1001001110,1001001842,6923,2024-05-15 23:25:53,UPI,Transaction
TXN0000221,1001002330,1001001968,7650,2024-11-26 19:46:31,RTGS,Transaction
TXN0000222,1001001625,1001001729,23006,2025-02-25 13:58:59,RTGS,Transaction
TXN0000223,1001002801,1001002071,6624,2023-12-08 14:25:49,IMPS,Transaction
TXN0000224,1001001643,1001001916,3877,2025-05-06 16:08:17,UPI,Transaction
TXN0000225,1001001595,1001001565,35712,2025-02-12 23:32:52,UPI,Transaction
TXN0000226,1001001434,1001001629,442,2024-05-23 09:40:40,RTGS,Transaction
TXN0000227,1001001264,1001002466,3825,2024-05-07 05:41:50,IMPS,Transaction
TXN0000228,1001002515,1001002428,609,2025-01-31 17:53:23,UPI,Transaction
TXN0000229,1001002077,1001001786,947,2025-01-30 02:06:35,IMPS,Transaction
TXN0000230,1001001751,1001002389,36705,2024-10-05 21:58:50,NEFT,Transaction
TXN0000231,1001001278,1001002525,426,2023-12-27 02:49:42,IMPS,Transaction
TXN0000232,1001001598,1001001846,387,2024-01-10 22:23:39,IMPS,Transaction
TXN0000233,1001001388,1001002505,908,2025-04-16 05:10:08,IMPS,Transaction
TXN0000234,1001002133,1001001722,311,2024-10-12 01:13:43,UPI,Transaction
TXN0000235,1001001383,1001001700,402,2024-09-03 03:41:17,UPI,Transaction
TXN0000236,1001001462,1001001203,6953,2024-12-15 12:08:16,IMPS,Transaction
TXN0000237,1001002492,1001001504,695,2024-12-21 12:42:25,NEFT,Transaction
TXN0000238,1001001847,1001002538,7624,2024-02-12 18:05:49,NEFT,Transaction
TXN0000239,1001002371,1001001325,1118,2025-08-20 23:17:04,NEFT,Transaction
TXN0000240,1001001657,1001002606,525,2024-01-13 07:43:20,IMPS,Transaction
TXN0000241,1001001431,1001001185,14529,2025-05-23 13:44:03,IMPS,Transaction
TXN0000242,1001001410,1001002820,443,2025-06-03 14:16:04,IMPS,Transaction
TXN0000243,1001001252,1001002330,7993,2025-08-06 20:37:05,UPI,Transaction
TXN0000244,1001001670,1001001377,409,2025-06-11 10:13:24,RTGS,Transaction
TXN0000245,1001001251,1001002708,2819,2024-08-25 20:14:46,IMPS,Transaction
TXN0000246,1001002488,1001001218,388,2023-09-10 17:57:23,NEFT,Transaction
TXN0000247,1001001207,1001001293,31093,2024-10-31 04:49:27,NEFT,Transaction
TXN0000248,1001001926,1001002501,145,2024-06-22 08:07:21,NEFT,Transaction
TXN0000249,1001001079,1001002081,1985,2025-05-15 07:27:25,NEFT,Transaction
TXN0000250,1001001343,1001001361,689,2024-11-06 18:02:31,RTGS,Transaction
TXN0000251,1001002679,1001001233,2247,2024-05-15 18:40:31,RTGS,Transaction
TXN0000252,1001002462,1001002801,1992,2024-01-12 22:01:28,NEFT,Transaction
TXN0000253,1001001427,1001001091,354,2024-10-15 05:57:07,UPI,Transaction
TXN0000254,1001001512,1001001860,510,2025-04-15 06:14:10,IMPS,Transaction
TXN0000255,1001001786,1001001049,41279,2025-07-04 10:22:57,UPI,Transaction
TXN0000256,1001001458,1001002738,5696,2025-01-01 13:24:21,NEFT,Transaction
TXN0000257,1001002822,1001002199,366,2025-04-03 13:49:26,UPI,Transaction
TXN0000258,1001002281,1001002515,3917,2024-08-12 13:44:35,RTGS,Transaction
TXN0000259,1001001497,1001001326,3019,2023-10-27 00:17:30,UPI,Transaction
TXN0000260,1001002423,1001001881,535,2023-09-22 04:37:28,UPI,Transaction
TXN0000261,1001002763,1001001313,2539,2024-10-24 03:41:19,RTGS,Transaction
TXN0000262,1001002409,1001001456,8734,2023-10-11 15:56:09,IMPS,Transaction
TXN0000263,1001002338,1001002150,13301,2023-09-12 22:20:15,RTGS,Transaction
TXN0000264,1001001068,1001002578,458,2024-02-25 01:44:03,IMPS,Transaction
TXN0000265,1001001187,1001001806,9122,2025-06-27 09:47:11,NEFT,Transaction
TXN0000266,1001002741,1001001311,624,2025-07-28 06:39:48,RTGS,Transaction
TXN0000267,1001001122,1001002143,4880,2023-12-15 10:36:21,RTGS,Transaction
TXN0000268,1001001639,1001001193,4907,2025-05-31 13:14:56,NEFT,Transaction
TXN0000269,1001002193,1001002138,6335,2025-01-26 12:26:39,NEFT,Transaction
TXN0000270,1001001102,1001001947,1729,2024-08-11 14:48:58,UPI,Transaction
TXN0000271,1001002792,1001001245,298,2023-11-30 03:42:19,UPI,Transaction
TXN0000272,1001001613,1001001951,414,2023-10-07 04:21:10,UPI,Transaction
TXN0000273,1001001009,1001001479,8141,2025-06-02 03:03:34,UPI,Transaction
TXN0000274,1001002255,1001001934,8128,2024-07-26 18:42:19,RTGS,Transaction
TXN0000275,1001002243,1001001236,36339,2024-06-04 16:52:09,NEFT,Transaction
TXN0000276,1001002734,1001002463,195,2023-09-22 05:21:42,NEFT,Transaction
TXN0000277,1001001265,1001002058,19837,2025-08-28 22:44:03,IMPS,Transaction
TXN0000278,1001002312,1001002000,1620,2025-08-22 17:40:02,NEFT,Transaction
TXN0000279,1001001124,1001001343,4086,2025-06-16 08:31:11,RTGS,Transaction
TXN0000280,1001002467,1001001381,851,2025-07-07 20:45:20,NEFT,Transaction
TXN0000281,1001002277,1001002195,8228,2024-01-06 03:25:33,IMPS,Transaction
TXN0000282,1001001778,1001001472,907,2024-07-28 19:00:21,IMPS,Transaction
TXN0000283,1001002749,1001001360,479,2024-01-27 01:54:44,UPI,Transaction
TXN0000284,1001002164,1001002108,342,2024-12-17 17:45:52,UPI,Transaction
TXN0000285,1001001810,1001002470,528,2025-04-21 07:52:23,UPI,Transaction
TXN0000286,1001002579,1001001685,431,2025-03-13 13:17:56,NEFT,Transaction
TXN0000287,1001001362,1001002497,639,2025-03-23 16:02:42,NEFT,Transaction
TXN0000288,1001001972,1001002056,13818,2025-01-19 20:54:07,IMPS,Transaction
TXN0000289,1001001590,1001001795,14395,2024-06-23 23:54:16,RTGS,Transaction
TXN0000290,1001002013,1001002721,2886,2025-08-24 10:57:35,RTGS,Transaction
TXN0000291,1001002404,1001002424,644,2024-05-30 08:34:42,UPI,Transaction
TXN0000292,1001001644,1001001185,523,2025-04-18 22:50:29,NEFT,Transaction
TXN0000293,1001002814,1001002650,6245,2025-02-07 08:08:34,UPI,Transaction
TXN0000294,1001001443,1001002811,998,2024-03-04 01:30:34,RTGS,Transaction
TXN0000295,1001001131,1001002492,427,2025-01-05 13:09:46,RTGS,Transaction
TXN0000296,1001001885,1001001399,134,2024-07-10 02:47:50,UPI,Transaction
TXN0000297,1001001895,1001001993,16724,2025-07-20 18:49:09,RTGS,Transaction
TXN0000298,1001002141,1001001461,4645,2024-10-21 12:22:47,RTGS,Transaction
TXN0000299,1001001736,1001001051,4680,2025-07-29 08:08:00,RTGS,Transaction
TXN0000300,1001002449,1001001578,4133,2025-05-04 03:03:28,NEFT,Transaction
TXN0000301,1001001438,1001001370,6470,2025-07-21 11:45:55,RTGS,Transaction
TXN0000302,1001001433,1001001928,866,2025-02-24 15:22:33,UPI,Transaction
TXN0000303,1001001065,1001002249,154,2024-06-18 13:29:04,NEFT,Transaction
TXN0000304,1001002411,1001001168,40095,2023-09-03 09:46:44,NEFT,Transaction
TXN0000305,1001001837,1001002502,615,2023-10-02 06:25:53,IMPS,Transaction
TXN0000306,1001001010,1001002286,651,2024-10-16 04:41:18,RTGS,Transaction
TXN0000307,1001001656,1001001991,906,2023-11-06 20:57:31,UPI,Transaction
TXN0000308,1001002164,1001002574,6973,2024-01-05 17:11:04,IMPS,Transaction
TXN0000309,1001002005,1001002152,33084,2025-02-27 03:17:28,IMPS,Transaction
TXN0000310,1001002177,1001001590,16917,2025-05-06 15:24:46,IMPS,Transaction
TXN0000311,1001001323,1001001417,40749,2025-03-27 07:33:22,NEFT,Transaction
TXN0000312,1001001523,1001002685,181,2024-02-04 05:59:49,IMPS,Transaction
TXN0000313,1001002491,1001001354,774,2024-10-09 16:16:22,IMPS,Transaction
TXN0000314,1001001249,1001002103,27058,2025-07-09 04:27:28,IMPS,Transaction
TXN0000315,1001001928,1001001929,713,2025-02-16 02:03:40,RTGS,Transaction
TXN0000316,1001002751,1001002001,206,2024-01-11 10:08:22,NEFT,Transaction
TXN0000317,1001001661,1001002434,30912,2024-03-06 23:45:14,RTGS,Transaction
TXN0000318,1001001627,1001001085,880,2025-01-27 22:00:35,IMPS,Transaction
TXN0000319,1001002729,1001002701,36144,2023-11-25 14:15:28,IMPS,Transaction
TXN0000320,1001001876,1001001920,709,2025-04-17 17:59:08,RTGS,Transaction
TXN0000321,1001001335,1001001074,3486,2024-12-06 07:33:48,NEFT,Transaction
TXN0000322,1001001242,1001001182,9473,2024-08-25 03:22:26,IMPS,Transaction
TXN0000323,1001002061,1001001360,820,2024-02-20 23:28:15,RTGS,Transaction
TXN0000324,1001002263,1001001520,7858,2024-08-17 14:13:52,UPI,Transaction
TXN0000325,1001001367,1001002087,14645,2024-05-23 01:00:38,RTGS,Transaction
TXN0000326,1001001777,1001001859,13150,2025-04-04 02:15:34,UPI,Transaction
TXN0000327,1001002498,1001002281,388,2025-02-03 08:25:11,RTGS,Transaction
TXN0000328,1001002523,1001002398,6775,2023-09-22 18:56:33,RTGS,Transaction
TXN0000329,1001001292,1001001819,865,2025-04-01 09:26:05,UPI,Transaction
